Model,Tool,CardP,CardT,CardA,PTime,TTime,ConstP,NBP,NBT,TotalTime,Time,Mem,Status
RingSingleMessageInMbox-PT-d2m040,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RingSingleMessageInMbox-PT-d2m080,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RingSingleMessageInMbox-PT-d2m160,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RobotManipulation-PT-00001,tina,15,11,34,1,1,0,6,2,-1,68,00,OK
RobotManipulation-PT-00002,tina,15,11,34,1,1,0,6,2,-1,5,00,OK
RobotManipulation-PT-00005,tina,15,11,34,1,1,0,6,2,-1,6,00,OK
RobotManipulation-PT-00010,tina,15,11,34,1,1,0,6,2,-1,13,00,OK
RobotManipulation-PT-00020,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RobotManipulation-PT-00050,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RobotManipulation-PT-00100,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RobotManipulation-PT-00200,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RobotManipulation-PT-00500,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RobotManipulation-PT-01000,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RobotManipulation-PT-02000,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RobotManipulation-PT-05000,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RobotManipulation-PT-10000,tina,15,11,34,1,1,0,6,2,-1,4,00,OK
RwMutex-PT-r0010w0010,tina,50,40,300,1,1,0,30,20,-1,5,00,OK
RwMutex-PT-r0010w0020,tina,70,60,540,2,2,0,40,30,-1,5,00,OK
RwMutex-PT-r0010w0050,tina,130,120,1260,6,4,0,70,60,-1,16,00,OK
RwMutex-PT-r0010w0100,tina,230,220,2460,20,7,0,120,110,-1,18,00,OK
RwMutex-PT-r0010w0500,tina,1030,1020,12060,1354,147,0,520,510,-1,1090,01,OK
RwMutex-PT-r0010w1000,tina,2030,2020,24060,4473,531,0,1020,1010,-1,9089,09,OK
RwMutex-PT-r0010w2000,tina,4030,4020,48060,32604,2375,0,2020,2010,-1,47064,47,OK
RwMutex-PT-r0020w0010,tina,80,60,560,3,2,0,50,30,-1,11,00,OK
RwMutex-PT-r0100w0010,tina,320,220,2640,61,14,0,210,110,-1,30,00,OK
RwMutex-PT-r0500w0010,tina,1520,1020,13040,7472,156,0,1010,510,-1,8048,08,OK
RwMutex-PT-r1000w0010,tina,3020,2020,26040,51876,897,0,2010,1010,-1,54089,54,OK
RwMutex-PT-r2000w0010,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
SafeBus-COL-03,tina,20,14,68,1,1,0,10,4,-1,14,00,OK
SafeBus-COL-06,tina,20,14,68,1,1,0,10,4,-1,4,00,OK
SafeBus-COL-10,tina,20,14,68,1,1,0,10,4,-1,5,00,OK
SafeBus-COL-15,tina,20,14,68,1,1,0,10,4,-1,17,00,OK
SafeBus-COL-20,tina,20,14,68,1,1,0,10,4,-1,7,00,OK
SafeBus-COL-50,tina,20,14,68,1,1,0,10,4,-1,4,00,OK
SafeBus-COL-80,tina,20,14,68,1,1,0,10,4,-1,4,00,OK
SafeBus-PT-03,tina,57,91,541,2,2,0,20,54,-1,4,00,OK
SafeBus-PT-06,tina,144,451,2968,6,24,0,35,342,-1,10,00,OK
SafeBus-PT-10,tina,316,1631,11384,37,317,0,55,1370,-1,86,00,OK
SafeBus-PT-15,tina,621,4771,34549,287,4335,0,80,4230,-1,9014,09,OK
SafeBus-PT-20,tina,1026,10461,77364,823,20629,0,105,9540,-1,51010,51,OK
SatelliteMemory-PT-X00100Y0003,tina,13,10,40,1,1,0,7,4,-1,16,00,OK
SatelliteMemory-PT-X01000Y0032,tina,13,10,40,1,1,0,7,4,-1,16,00,OK
SatelliteMemory-PT-X01500Y0046,tina,13,10,40,1,1,0,7,4,-1,16,00,OK
SatelliteMemory-PT-X03000Y0094,tina,13,10,40,1,1,0,7,4,-1,15,00,OK
SatelliteMemory-PT-X65535Y2048,tina,13,10,40,1,-1,0,7,-1,-1,5,00,ERR
SemanticWebServices-PT-S064P06,tina,97,164,661,3,5,0,25,92,-1,19,00,OK
SemanticWebServices-PT-S064P09,tina,100,164,719,4,5,0,28,92,-1,17,00,OK
SemanticWebServices-PT-S064P12,tina,104,158,863,4,6,0,35,89,-1,18,00,OK
SemanticWebServices-PT-S064P15,tina,118,194,1007,5,8,0,37,113,-1,21,00,OK
SemanticWebServices-PT-S064P18,tina,154,236,1265,6,9,0,52,134,-1,18,00,OK
SemanticWebServices-PT-S128P06,tina,262,1328,9727,40,362,0,62,1128,-1,1003,01,OK
SemanticWebServices-PT-S128P09,tina,242,946,6609,24,167,0,57,761,-1,54,00,OK
SemanticWebServices-PT-S128P12,tina,191,414,1559,10,34,0,36,259,-1,26,00,OK
SemanticWebServices-PT-S128P15,tina,188,416,1593,11,35,0,37,265,-1,19,00,OK
SemanticWebServices-PT-S128P18,tina,184,466,1873,14,33,0,51,333,-1,15,00,OK
SemanticWebServices-PT-S256P06,tina,439,14102,130267,694,29693,0,48,13711,-1,73003,13,OK
SemanticWebServices-PT-S256P09,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
SemanticWebServices-PT-S256P12,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
SemanticWebServices-PT-S256P15,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
SemanticWebServices-PT-S256P18,tina,198,9732,78799,166,11709,0,51,9585,-1,49014,49,OK
ServersAndClients-PT-100020,tina,2421,4200,12800,1033,1817,0,221,2000,-1,6054,06,OK
ServersAndClients-PT-100040,tina,4441,8200,24800,3431,6979,0,241,4000,-1,24012,24,OK
ServersAndClients-PT-100080,tina,8481,16200,48800,13429,28786,0,281,8000,-1,98035,38,OK
ServersAndClients-PT-100160,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
ServersAndClients-PT-100320,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
ServersAndClients-PT-200040,tina,8841,16400,49600,14547,26820,0,441,8000,-1,106075,46,OK
ServersAndClients-PT-200080,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
ServersAndClients-PT-200160,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
ServersAndClients-PT-200320,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
ServersAndClients-PT-400080,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
ServersAndClients-PT-400160,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
SharedMemory-COL-000005,tina,6,5,16,2,2,0,3,2,-1,4,00,OK
SharedMemory-COL-000010,tina,6,5,16,1,1,0,3,2,-1,4,00,OK
SharedMemory-COL-000020,tina,6,5,16,1,1,0,3,2,-1,4,00,OK
SharedMemory-COL-000050,tina,6,5,16,1,1,0,3,2,-1,4,00,OK
SharedMemory-COL-000100,tina,6,5,16,1,1,0,3,2,-1,4,00,OK
SharedMemory-COL-000200,tina,6,5,16,1,1,0,3,2,-1,4,00,OK
SharedMemory-COL-000500,tina,6,5,16,1,1,0,3,2,-1,4,00,OK
SharedMemory-COL-001000,tina,6,5,16,1,1,0,3,2,-1,4,00,OK
SharedMemory-COL-002000,tina,6,5,16,1,1,0,3,2,-1,4,00,OK
SharedMemory-COL-005000,tina,6,5,16,2,1,0,3,2,-1,4,00,OK
SharedMemory-COL-010000,tina,6,5,16,1,1,0,3,2,-1,5,00,OK
SharedMemory-COL-020000,tina,6,5,16,1,1,0,3,2,-1,6,00,OK
SharedMemory-COL-050000,tina,6,5,16,1,1,0,3,2,-1,10,00,OK
SharedMemory-COL-100000,tina,6,5,16,1,1,0,3,2,-1,16,00,OK
SharedMemory-PT-000005,tina,41,55,200,1,1,0,11,25,-1,4,00,OK
SharedMemory-PT-000010,tina,131,210,800,3,4,0,21,100,-1,5,00,OK
SharedMemory-PT-000020,tina,461,820,3200,28,63,0,41,400,-1,23,00,OK
SharedMemory-PT-000050,tina,2651,5050,20000,995,2769,0,101,2500,-1,7091,07,OK
SharedMemory-PT-000100,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
SharedMemory-PT-000200,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
ShieldIIPs-PT-001A,tina,28,27,114,1,1,0,10,9,-1,4,00,OK
ShieldIIPs-PT-001B,tina,63,62,184,1,1,0,10,9,-1,4,00,OK
ShieldIIPs-PT-002A,tina,53,51,222,1,1,0,19,17,-1,4,00,OK
ShieldIIPs-PT-002B,tina,123,121,362,2,2,0,19,17,-1,4,00,OK
ShieldIIPs-PT-003A,tina,78,75,330,2,2,0,28,25,-1,4,00,OK
ShieldIIPs-PT-003B,tina,183,180,540,4,4,0,28,25,-1,5,00,OK
ShieldIIPs-PT-004A,tina,103,99,438,2,2,0,37,33,-1,4,00,OK
ShieldIIPs-PT-004B,tina,243,239,718,6,6,0,37,33,-1,6,00,OK
ShieldIIPs-PT-005A,tina,128,123,546,3,2,0,46,41,-1,5,00,OK
ShieldIIPs-PT-005B,tina,303,298,896,9,8,0,46,41,-1,7,00,OK
ShieldIIPs-PT-010A,tina,253,243,1086,8,7,0,91,81,-1,7,00,OK
ShieldIIPs-PT-010B,tina,603,593,1786,31,33,0,91,81,-1,16,00,OK
ShieldIIPs-PT-020A,tina,503,483,2166,24,29,0,181,161,-1,14,00,OK
ShieldIIPs-PT-020B,tina,1203,1183,3566,118,135,0,181,161,-1,51,00,OK
ShieldIIPs-PT-030A,tina,753,723,3246,60,57,0,271,241,-1,26,00,OK
ShieldIIPs-PT-030B,tina,1803,1773,5346,297,243,0,271,241,-1,1013,01,OK
ShieldIIPs-PT-040A,tina,1003,963,4326,100,72,0,361,321,-1,40,00,OK
ShieldIIPs-PT-040B,tina,2403,2363,7126,470,369,0,361,321,-1,1091,01,OK
ShieldIIPs-PT-050A,tina,1253,1203,5406,170,155,0,451,401,-1,67,00,OK
ShieldIIPs-PT-050B,tina,3003,2953,8906,736,662,0,451,401,-1,3009,03,OK
ShieldIIPs-PT-100A,tina,2503,2403,10806,613,662,0,901,801,-1,2057,02,OK
ShieldIIPs-PT-100B,tina,6003,5903,17806,2891,3298,0,901,801,-1,13017,13,OK
ShieldIIPt-PT-001A,tina,22,17,66,1,1,0,10,5,-1,4,00,OK
ShieldIIPt-PT-001B,tina,73,68,168,2,2,0,10,5,-1,4,00,OK
ShieldIIPt-PT-002A,tina,41,31,126,1,1,0,19,9,-1,4,00,OK
ShieldIIPt-PT-002B,tina,143,133,330,3,2,0,19,9,-1,5,00,OK
ShieldIIPt-PT-003A,tina,60,45,186,2,1,0,28,13,-1,4,00,OK
ShieldIIPt-PT-003B,tina,213,198,492,4,4,0,28,13,-1,5,00,OK
ShieldIIPt-PT-004A,tina,79,59,246,2,1,0,37,17,-1,4,00,OK
ShieldIIPt-PT-004B,tina,283,263,654,7,7,0,37,17,-1,6,00,OK
ShieldIIPt-PT-005A,tina,98,73,306,2,2,0,46,21,-1,4,00,OK
ShieldIIPt-PT-005B,tina,353,328,816,9,9,0,46,21,-1,7,00,OK
ShieldIIPt-PT-010A,tina,193,143,606,5,3,0,91,41,-1,5,00,OK
ShieldIIPt-PT-010B,tina,703,653,1626,39,28,0,91,41,-1,18,00,OK
ShieldIIPt-PT-020A,tina,383,283,1206,15,11,0,181,81,-1,9,00,OK
ShieldIIPt-PT-020B,tina,1403,1303,3246,151,110,0,181,81,-1,61,00,OK
ShieldIIPt-PT-030A,tina,573,423,1806,37,22,0,271,121,-1,15,00,OK
ShieldIIPt-PT-030B,tina,2103,1953,4866,337,278,0,271,121,-1,1034,01,OK
ShieldIIPt-PT-040A,tina,763,563,2406,59,35,0,361,161,-1,23,00,OK
ShieldIIPt-PT-040B,tina,2803,2603,6486,542,418,0,361,161,-1,2025,02,OK
ShieldIIPt-PT-050A,tina,953,703,3006,102,58,0,451,201,-1,34,00,OK
ShieldIIPt-PT-050B,tina,3503,3253,8106,924,964,0,451,201,-1,3090,03,OK
ShieldIIPt-PT-100A,tina,1903,1403,6006,377,256,0,901,401,-1,1028,01,OK
ShieldIIPt-PT-100B,tina,7003,6503,16206,3809,3315,0,901,401,-1,15073,15,OK
ShieldPPPs-PT-001A,tina,34,29,106,1,1,0,12,7,-1,4,00,OK
ShieldPPPs-PT-001B,tina,71,66,180,2,1,0,12,7,-1,4,00,OK
ShieldPPPs-PT-002A,tina,65,55,206,2,1,0,23,13,-1,4,00,OK
ShieldPPPs-PT-002B,tina,139,129,354,3,2,0,23,13,-1,4,00,OK
ShieldPPPs-PT-003A,tina,96,81,306,2,2,0,34,19,-1,4,00,OK
ShieldPPPs-PT-003B,tina,207,192,528,4,4,0,34,19,-1,5,00,OK
ShieldPPPs-PT-004A,tina,127,107,406,2,2,0,45,25,-1,4,00,OK
ShieldPPPs-PT-004B,tina,275,255,702,7,7,0,45,25,-1,6,00,OK
ShieldPPPs-PT-005A,tina,158,133,506,3,3,0,56,31,-1,5,00,OK
ShieldPPPs-PT-005B,tina,343,318,876,9,8,0,56,31,-1,7,00,OK
ShieldPPPs-PT-010A,tina,313,263,1006,9,8,0,111,61,-1,7,00,OK
ShieldPPPs-PT-010B,tina,683,633,1746,30,35,0,111,61,-1,17,00,OK
ShieldPPPs-PT-020A,tina,623,523,2006,37,25,0,221,121,-1,16,00,OK
ShieldPPPs-PT-020B,tina,1363,1263,3486,148,110,0,221,121,-1,57,00,OK
ShieldPPPs-PT-030A,tina,933,783,3006,86,63,0,331,181,-1,33,00,OK
ShieldPPPs-PT-030B,tina,2043,1893,5226,331,327,0,331,181,-1,1034,01,OK
ShieldPPPs-PT-040A,tina,1243,1043,4006,152,97,0,441,241,-1,53,00,OK
ShieldPPPs-PT-040B,tina,2723,2523,6966,548,407,0,441,241,-1,2022,02,OK
ShieldPPPs-PT-050A,tina,1553,1303,5006,233,177,0,551,301,-1,84,00,OK
ShieldPPPs-PT-050B,tina,3403,3153,8706,909,648,0,551,301,-1,3055,03,OK
ShieldPPPs-PT-100A,tina,3103,2603,10006,857,765,0,1101,601,-1,3035,03,OK
ShieldPPPs-PT-100B,tina,6803,6303,17406,3914,3643,0,1101,601,-1,15079,15,OK
ShieldPPPt-PT-001A,tina,28,21,78,1,1,0,12,5,-1,4,00,OK
ShieldPPPt-PT-001B,tina,81,74,184,2,1,0,12,5,-1,4,00,OK
ShieldPPPt-PT-002A,tina,53,39,150,1,1,0,23,9,-1,4,00,OK
ShieldPPPt-PT-002B,tina,159,145,362,3,2,0,23,9,-1,5,00,OK
ShieldPPPt-PT-003A,tina,78,57,222,2,1,0,34,13,-1,4,00,OK
ShieldPPPt-PT-003B,tina,237,216,540,5,5,0,34,13,-1,5,00,OK
ShieldPPPt-PT-004A,tina,103,75,294,2,2,0,45,17,-1,4,00,OK
ShieldPPPt-PT-004B,tina,315,287,718,8,8,0,45,17,-1,7,00,OK
ShieldPPPt-PT-005A,tina,128,93,366,3,2,0,56,21,-1,4,00,OK
ShieldPPPt-PT-005B,tina,393,358,896,12,9,0,56,21,-1,8,00,OK
ShieldPPPt-PT-010A,tina,253,183,726,7,5,0,111,41,-1,6,00,OK
ShieldPPPt-PT-010B,tina,783,713,1786,44,31,0,111,41,-1,19,00,OK
ShieldPPPt-PT-020A,tina,503,363,1446,28,16,0,221,81,-1,12,00,OK
ShieldPPPt-PT-020B,tina,1563,1423,3566,177,124,0,221,81,-1,69,00,OK
ShieldPPPt-PT-030A,tina,753,543,2166,53,37,0,331,121,-1,21,00,OK
ShieldPPPt-PT-030B,tina,2343,2133,5346,408,401,0,331,121,-1,1066,01,OK
ShieldPPPt-PT-040A,tina,1003,723,2886,95,54,0,441,161,-1,34,00,OK
ShieldPPPt-PT-040B,tina,3123,2843,7126,705,517,0,441,161,-1,2077,02,OK
ShieldPPPt-PT-050A,tina,1253,903,3606,171,92,0,551,201,-1,53,00,OK
ShieldPPPt-PT-050B,tina,3903,3553,8906,1165,805,0,551,201,-1,4044,04,OK
ShieldPPPt-PT-100A,tina,2503,1803,7206,617,419,0,1101,401,-1,2003,02,OK
ShieldPPPt-PT-100B,tina,7803,7103,17806,4519,3270,0,1101,401,-1,18012,18,OK
ShieldRVs-PT-001A,tina,17,22,92,1,1,0,5,10,-1,4,00,OK
ShieldRVs-PT-001B,tina,43,48,144,1,1,0,5,10,-1,4,00,OK
ShieldRVs-PT-002A,tina,31,41,184,1,1,0,9,19,-1,4,00,OK
ShieldRVs-PT-002B,tina,83,93,288,2,2,0,9,19,-1,4,00,OK
ShieldRVs-PT-003A,tina,45,60,276,2,1,0,13,28,-1,4,00,OK
ShieldRVs-PT-003B,tina,123,138,432,2,2,0,13,28,-1,5,00,OK
ShieldRVs-PT-004A,tina,59,79,368,2,2,0,17,37,-1,4,00,OK
ShieldRVs-PT-004B,tina,163,183,576,3,4,0,17,37,-1,5,00,OK
ShieldRVs-PT-005A,tina,73,98,460,2,2,0,21,46,-1,4,00,OK
ShieldRVs-PT-005B,tina,203,228,720,4,6,0,21,46,-1,5,00,OK
ShieldRVs-PT-010A,tina,143,193,920,3,5,0,41,91,-1,5,00,OK
ShieldRVs-PT-010B,tina,403,453,1440,14,18,0,41,91,-1,10,00,OK
ShieldRVs-PT-020A,tina,283,383,1840,10,14,0,81,181,-1,9,00,OK
ShieldRVs-PT-020B,tina,803,903,2880,55,68,0,81,181,-1,27,00,OK
ShieldRVs-PT-030A,tina,423,573,2760,22,33,0,121,271,-1,14,00,OK
ShieldRVs-PT-030B,tina,1203,1353,4320,91,143,0,121,271,-1,53,00,OK
ShieldRVs-PT-040A,tina,563,763,3680,37,61,0,161,361,-1,22,00,OK
ShieldRVs-PT-040B,tina,1603,1803,5760,214,301,0,161,361,-1,1008,01,OK
ShieldRVs-PT-050A,tina,703,953,4600,64,81,0,201,451,-1,32,00,OK
ShieldRVs-PT-050B,tina,2003,2253,7200,328,325,0,201,451,-1,1048,01,OK
ShieldRVs-PT-100A,tina,1403,1903,9200,194,331,0,401,901,-1,1015,01,OK
ShieldRVs-PT-100B,tina,4003,4503,14400,1363,1724,0,401,901,-1,6049,06,OK
ShieldRVt-PT-001A,tina,11,11,40,1,1,0,5,5,-1,4,00,OK
ShieldRVt-PT-001B,tina,53,53,124,2,1,0,5,5,-1,4,00,OK
ShieldRVt-PT-002A,tina,19,19,74,1,1,0,9,9,-1,4,00,OK
ShieldRVt-PT-002B,tina,103,103,242,2,2,0,9,9,-1,4,00,OK
ShieldRVt-PT-003A,tina,27,27,108,1,1,0,13,13,-1,4,00,OK
ShieldRVt-PT-003B,tina,153,153,360,3,3,0,13,13,-1,5,00,OK
ShieldRVt-PT-004A,tina,35,35,142,1,1,0,17,17,-1,4,00,OK
ShieldRVt-PT-004B,tina,203,203,478,4,4,0,17,17,-1,5,00,OK
ShieldRVt-PT-005A,tina,43,43,176,1,1,0,21,21,-1,4,00,OK
ShieldRVt-PT-005B,tina,253,253,596,6,6,0,21,21,-1,6,00,OK
ShieldRVt-PT-010A,tina,83,83,346,2,2,0,41,41,-1,4,00,OK
ShieldRVt-PT-010B,tina,503,503,1186,19,19,0,41,41,-1,11,00,OK
ShieldRVt-PT-020A,tina,163,163,686,5,4,0,81,81,-1,5,00,OK
ShieldRVt-PT-020B,tina,1003,1003,2366,78,67,0,81,81,-1,37,00,OK
ShieldRVt-PT-030A,tina,243,243,1026,7,8,0,121,121,-1,7,00,OK
ShieldRVt-PT-030B,tina,1503,1503,3546,165,132,0,121,121,-1,67,00,OK
ShieldRVt-PT-040A,tina,323,323,1366,14,14,0,161,161,-1,9,00,OK
ShieldRVt-PT-040B,tina,2003,2003,4726,297,300,0,161,161,-1,1027,01,OK
ShieldRVt-PT-050A,tina,403,403,1706,22,20,0,201,201,-1,12,00,OK
ShieldRVt-PT-050B,tina,2503,2503,5906,463,374,0,201,201,-1,1091,01,OK
ShieldRVt-PT-100A,tina,803,803,3406,84,80,0,401,401,-1,34,00,OK
ShieldRVt-PT-100B,tina,5003,5003,11806,1863,2120,0,401,401,-1,8034,08,OK
SieveSingleMsgMbox-PT-d0m04,tina,262,73,292,9,2,0,196,7,-1,6,00,OK
SieveSingleMsgMbox-PT-d0m06,tina,262,73,292,9,2,0,196,7,-1,6,00,OK
SieveSingleMsgMbox-PT-d0m18,tina,262,73,292,9,2,0,196,7,-1,6,00,OK
SieveSingleMsgMbox-PT-d0m36,tina,262,73,292,9,2,0,196,7,-1,6,00,OK
SieveSingleMsgMbox-PT-d0m64,tina,262,73,292,9,2,0,196,7,-1,6,00,OK
SieveSingleMsgMbox-PT-d0m96,tina,262,73,292,9,2,0,196,7,-1,6,00,OK
SieveSingleMsgMbox-PT-d1m04,tina,1295,749,2996,211,123,0,1042,496,-1,64,00,OK
SieveSingleMsgMbox-PT-d1m06,tina,1295,749,2996,209,114,0,1042,496,-1,62,00,OK
SieveSingleMsgMbox-PT-d1m18,tina,1295,749,2996,209,113,0,1042,496,-1,62,00,OK
SieveSingleMsgMbox-PT-d1m36,tina,1295,749,2996,210,114,0,1042,496,-1,62,00,OK
SieveSingleMsgMbox-PT-d1m64,tina,1295,749,2996,209,113,0,1042,496,-1,62,00,OK
SieveSingleMsgMbox-PT-d1m96,tina,1295,749,2996,209,114,0,1042,496,-1,63,00,OK
SieveSingleMsgMbox-PT-d2m04,tina,2398,1954,7816,794,631,0,1990,1546,-1,3000,03,OK
SieveSingleMsgMbox-PT-d2m06,tina,2398,1954,7816,799,629,0,1990,1546,-1,2098,02,OK
SieveSingleMsgMbox-PT-d2m18,tina,2398,1954,7816,799,632,0,1990,1546,-1,3000,03,OK
SieveSingleMsgMbox-PT-d2m36,tina,2398,1954,7816,808,631,0,1990,1546,-1,3001,03,OK
SieveSingleMsgMbox-PT-d2m64,tina,2398,1954,7816,797,632,0,1990,1546,-1,2099,02,OK
SieveSingleMsgMbox-PT-d2m96,tina,2398,1954,7816,809,646,0,1990,1546,-1,3002,03,OK
SimpleLoadBal-PT-02,tina,32,45,252,1,1,0,13,26,-1,4,00,OK
SimpleLoadBal-PT-05,tina,59,180,1158,2,4,0,19,140,-1,5,00,OK
SimpleLoadBal-PT-10,tina,104,605,4148,6,44,0,29,530,-1,15,00,OK
SimpleLoadBal-PT-15,tina,149,1280,8988,15,172,0,39,1170,-1,44,00,OK
SimpleLoadBal-PT-20,tina,194,2205,15678,25,756,0,49,2060,-1,1058,01,OK
SmallOperatingSystem-PT-MT0016DC0008,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0032DC0008,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0032DC0016,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0064DC0016,tina,9,8,27,2,1,0,4,3,-1,5,00,OK
SmallOperatingSystem-PT-MT0064DC0032,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0128DC0032,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0128DC0064,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0256DC0064,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0256DC0128,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0512DC0128,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT0512DC0256,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT1024DC0256,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT1024DC0512,tina,9,8,27,1,2,0,4,3,-1,6,00,OK
SmallOperatingSystem-PT-MT2048DC0512,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT2048DC1024,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT4096DC1024,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT4096DC2048,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT8192DC2048,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmallOperatingSystem-PT-MT8192DC4096,tina,9,8,27,1,1,0,4,3,-1,4,00,OK
SmartHome-PT-01,tina,38,113,321,2,2,0,15,90,-1,4,00,OK
SmartHome-PT-02,tina,41,127,359,2,3,0,17,103,-1,4,00,OK
SmartHome-PT-03,tina,45,145,405,2,3,0,19,119,-1,4,00,OK
SmartHome-PT-04,tina,139,159,361,3,3,0,7,27,-1,5,00,OK
SmartHome-PT-05,tina,213,245,557,5,6,0,10,42,-1,5,00,OK
SmartHome-PT-06,tina,219,254,581,5,7,0,9,44,-1,6,00,OK
SmartHome-PT-07,tina,251,290,658,6,7,0,10,49,-1,6,00,OK
SmartHome-PT-08,tina,252,291,664,6,9,0,11,50,-1,7,00,OK
SmartHome-PT-09,tina,253,293,664,6,8,0,10,50,-1,6,00,OK
SmartHome-PT-10,tina,273,308,699,7,12,0,12,47,-1,10,00,OK
SmartHome-PT-11,tina,290,315,722,8,8,0,24,49,-1,7,00,OK
SmartHome-PT-12,tina,376,399,909,12,14,0,38,61,-1,9,00,OK
SmartHome-PT-13,tina,385,407,935,12,14,0,39,61,-1,9,00,OK
SmartHome-PT-14,tina,422,448,1026,22,18,0,41,67,-1,11,00,OK
SmartHome-PT-15,tina,427,451,1038,15,18,0,43,67,-1,10,00,OK
SmartHome-PT-16,tina,499,533,1222,21,29,0,46,80,-1,13,00,OK
SmartHome-PT-17,tina,571,617,1410,32,32,0,48,94,-1,16,00,OK
SmartHome-PT-18,tina,653,706,1618,37,41,0,55,108,-1,19,00,OK
SmartHome-PT-19,tina,741,809,1844,52,75,0,57,125,-1,26,00,OK
Solitaire-PT-EngCT7x7,tina,67,76,532,2,2,0,34,43,-1,4,00,OK
Solitaire-PT-EngNC7x7,tina,66,76,456,2,2,0,33,43,-1,4,00,OK
Solitaire-PT-FrnCT7x7,tina,75,92,644,2,2,0,38,55,-1,5,00,OK
Solitaire-PT-FrnNC7x7,tina,74,92,552,2,2,0,37,55,-1,5,00,OK
Solitaire-PT-SqrCT5x5,tina,51,84,540,2,2,0,25,58,-1,4,00,OK
Solitaire-PT-SqrNC5x5,tina,50,84,456,2,2,0,25,59,-1,4,00,OK
SquareGrid-PT-020102,tina,68,72,288,2,2,0,29,33,-1,4,00,OK
SquareGrid-PT-040204,tina,240,272,1088,15,10,0,97,129,-1,8,00,OK
SquareGrid-PT-080408,tina,896,1056,4224,690,113,0,353,513,-1,1005,01,OK
SquareGrid-PT-100510,tina,1380,1640,6560,2185,293,0,541,801,-1,3003,03,OK
SquareGrid-PT-130613,tina,2301,2756,11024,12403,935,0,898,1353,-1,14087,14,OK
StigmergyCommit-PT-02a,tina,112,204,693,3,4,0,4,96,-1,5,00,OK
StigmergyCommit-PT-02b,tina,928,1040,2439,62,82,0,4,116,-1,32,00,OK
StigmergyCommit-PT-03a,tina,148,332,1538,4,10,0,5,189,-1,6,00,OK
StigmergyCommit-PT-03b,tina,1231,1476,4168,116,134,0,5,250,-1,59,00,OK
StigmergyCommit-PT-04a,tina,184,592,4011,8,38,0,6,414,-1,12,00,OK
StigmergyCommit-PT-04b,tina,1534,2136,8601,211,379,0,6,608,-1,1023,01,OK
